文本,价格,外观,质量
不错 价格便宜 ,1,0,0
盘子 显 档次 精细 精致 美观 ,0,1,1
买个 砂锅 涮 牛肉 牌子 挺 出名 实物 图片 美观 介绍 包装 结实 煮 水 异味 锅身 厚重 份量 ,0,1,1
收到 先 做 大锅 粥 棒 锅 满意 外观 漂亮 ,0,1,0
星期 效果   陶瓷 商品 店家 包装 到位 物流 运输 一点点 磕碰 划痕   煮粥 溢锅 勤 搅动 美味可口 香   炖肉 不错 4.6 L 合适 别加 太满 水 溢出 做 饭菜 鲜汤 美味 很棒   过程 中 小心 点 急冷急 热 不用 担心 开裂 ,0,1,1
挺 漂亮 一款 产品 质量 不错 大小 正合适 物流 速度 很快 送货到 家 ,0,1,1
盘子 很漂亮 发货 挺 满意 很漂亮 大小 合适 瓷器 ,0,1,0
nice 超级 超级 赞 够 够 厚 超级 保温 酸笋 鸭 啤酒 鸭 酸菜 鸡煲 酸菜鱼 大锅 大锅 吃 杂牌 好看 更好 ,0,1,1
超 可爱 砂锅 做饭 颜值 美味 兼备 选 久 小熊 颜值 下厨 一种 享受 砂锅 质地 厚实 重 质量 杠杠 煲汤 水 小火 慢慢 炖 香味扑鼻 大小 刚刚 合适 一家 三口 一点点 容量 后够 ,0,1,1
不错 包装盒 空间 较大 磕碰 破损 4L 适合 熬药 容量 大小 合适 建议 购买者 药品 情况 以此 做 参考 购买   用过 品牌 店电 熬药 锅 常去 设定 熬药 时间 长 明火 好用 这款 关注 用火 情况 各有利弊 ,0,1,1
满意 砂锅 外形 颜值 高 做工 精细 适合 家里 拿来 煲 粥 做菜 满意 强烈推荐 京东 买 爱仕达 点个 赞 好评 ,0,1,1
关注 砂锅 长时间 活动 赶紧 下单 中午 下单 傍晚 到货 物流 力 这口 锅 能装 小碗 水 熬粥 熬 中药 给力 水 太足 厚实 沸出 熬 米粥 水位 太高 外观 很漂亮 没用 再评   京东 物流 送货上门 价格 促销 活动 购买 合算 优惠券 京东   支付 整体 算 价格 美 还会 回购 ,1,1,1
砂锅 收到 质量 做工 精细 外观 漂亮 满意 ,0,1,1
收到 货 惊喜 颜值 高 质量 价格 便宜 喜欢 ,1,1,1
便宜   实惠   质量 还好 破损 超 喜欢   好看 ,1,1,1
价格 买 釉 下彩 盘子 碗 超值 一段时间 感觉 不错 涂釉 均匀 整体 光滑 圆润 总体 满意 好评 推荐 购买 ,1,1,1
买 质量 好评 洗碗机 里 清洗 特别 好使 ,0,0,1
杯子 质感 不错 喝咖啡 感觉 勺子 ,0,0,1
瓷杯 子 小心 一点   美观 程度 大气 美观 ,0,1,0
美观 程度 很漂亮   外观设计 口 宽 洗 手放 ,0,1,0
第一次 送货 一个碗 瑕疵 裂痕 很快 换 新 碗 漂亮 ,0,1,-1
收到 包装 不错 插曲 很快 解决 服务态度 颜值 高 早就 相中 这款 不枉 浇 一个多月 水 终于 成功 ,0,1,0
宝贝儿 很棒 大小 还好 ,0,1,0
购买 平台 质量 不错 特别 品牌 值得 信赖 宝贝 物超所值 喜欢 下次 还会来 宝贝 收到 满意 外形 颜色 喜欢 挑选 多家 没看 错 希望 好物 分享 凑 单买 没想到 质量 专卖店 特别 特别 喜欢 价格 优惠 宝贝 收到 咯 很棒 质量 没话说 满意 开心 开心 宝贝 收到 惊喜 设计 时尚 大方 关注 回购 ,1,1,1
质量 挺不错 杯壁 光滑 性价比 ,1,0,1
吹 手感 不用说 打饭 刚刚 碗 吃饭 吃 两碗 清洗 ,0,0,1
性价比 高 放在 玄关 放 钥匙 好看 ,1,1,1
大小 适合 一家 三口 量 做 红烧肉 炖牛肉 小火 力 ,0,1,0
家里 大砂 罐炖 骨头 日常 烧个 茄子 炖 青笋 腊肉 小巧玲珑 材质 细腻 很快 炖 咸鱼 茄子 煲 好吃 ,0,1,1
漆上 平整 瑕疵 杯子 很漂亮 喜欢 红色 ,0,1,1
做工 精美 陶瓷 润滑 美 家里 这套 好看 清洗 美观大方 ,0,1,1
美观 程度 简约 外观 干净利索 菜   外观设计 酷酷 时尚 菜   表面 手感 杯子 喜欢 瓷杯   手工 工艺 简单 带有 盖 配 勺子   实用 效果 实用 放个 红糖 泡 东西 喝 实用   特色 设计 巧妙 勺子 放在 里边 盖子 有孔   老公 小姑子 买 ,0,1,1
砂锅 收到 容量 大大的 砂锅 一家人 喝上 美美 汤 砂锅 价格 实惠 民族 品牌 符合 国人 烹饪 需求 人性化 设计 时尚 外观 能比 超市 便宜 满意 ,1,1,0
网上 砂锅 无意 中 款 很合 心意 大小 合适 砂锅 高度 合适 外观 好看 材质 摸 砂锅 光滑 粗糙 感觉 不错 ,0,1,1
炊大皇 砂锅 黑色 锅身 花卉 图案 优雅 美观大方 做工 精细 结实 耐用 心仪已久 正赶上 6.18 优惠活动 买 3.5 升 够 四口 人用 喜欢 炖肉 煲汤 做 美食 太好了 味美汤 浓 全家人 喜欢 ,1,1,1
宝贝 很漂亮 ,0,1,0
泡沫 包装 盘子 很大 ,0,1,0
同事 推荐 买 第一个 打开 一看 颜值够 釉色 很快 入手 第二个 燃气 情况 煲 粥 煲汤 电饭锅 电磁炉 好吃 ,0,1,0
外观 包装 外观 包装 日系 清新   女朋友 喜欢   美观 程度 日系 清新 风格 喜欢   朋友 介绍   买 女朋友 当天 晚上 主动 下厨   体验 清新 可爱   烫手   隔热 手 ,0,1,1
值得 购买 产品 做工 精细 想象 中 推荐 尝试 材质 结实 手感 劲 物流 性价比 高 值得 购买 买 犹豫 价格 买来 一点 后悔 物流 入手 产品 品质 服务 宝贝 确实 值 价钱 点个 赞 ,1,0,1
好用 砂锅 手感 厚实 妈妈 买 一年 入手 家里 利用率 一款 炊具 满分 推荐 ,0,0,1
杯子 可爱 漂亮 体积 很大 很能 装 特别 喜欢 ,0,1,0
卖家 风趣 下次 还来 性 比价 高 实惠 ,1,0,1
砂锅 满意 一体 成型 锅 开裂 性价比 高 大小 合适 砂锅 高度 合适 放在 饭桌 刚刚 合适 不高不矮 买 砂锅 太 高 适合 放在 桌上 锅 好看 分量 锅盖 锅身 颜色 搭配 很漂亮 ,1,1,1
活动 价格 实惠 新居 入伙 一下子 拍 两套 碗碟 勺子 够用 外包装 严实 防震措施 做 挺 陶瓷 碗碟 一点 破损 这套 陶瓷 碗 图案 简洁 碗面 薄 半透明 透光 做工 算 精细 ,1,1,1
好看 杯子 sunny 标志 ,0,1,0
这家 商品 质量 真不错 我用 几个 月 售后 换 新 售后 真不错 满意 还会 光顾 ,0,0,1
质量 店里 服务态度 超好 第一次 破损 店家 补发 ,0,0,1
花纹 好看 正品 喔 ,0,1,1
宝贝 收到 物流 很快 质量 不错 宝贝 收到 质量 做工 精细 款式 简单 大方 满意 购物 宝贝 收到 质量 做工 精细 款式 简单 大方 满意 购物 ,0,1,1
物流 超级 第二天 收到 砂锅 造型 好看 价格 实惠 拿到 炖 砂锅菜 满意 ,1,1,0
很漂亮 碗 光滑 样式 简单 买 好几个 ,0,1,1
小巧 轻便 耐 摔 送 螺丝 组装 简单 不错 精致,0,1,1
一款 可爱 精致 实用 汤煲 做工 精细 瑕疵 这款 汤煲 性价比 高 价格 实惠 手感 水开 直 接触 碰 盖子 烫手 十人份 量 压力 包装 精美 破损 京东 物流 给力 隔天 收到 货 丝毫 疫情 耽误时间 ,1,1,1
宝贝 精致 喜欢 好看 买 件 ,0,1,1
买 第三个 特别 好用   妈妈 家买   姐姐 好用 买   不错   买   便宜 品牌   几次 裂纹   做 砂锅 特别 健康   操作 简单   回头 教 老公 做做   好吃 美味   加点 胡椒粉   香喷喷   收到 货 瑕疵   卖家 态度 不错   退回去   ,1,0,-1
外观 设计 不错 竹子 点睛之笔   做工 整体 挺 厚实 一段时间 新 区别   价格 性价比   冬天 煲 汤 ,1,1,1
送货 很快 盘子 破 满意 ,0,0,1
想象 一点 家里 砂锅 太大 买 一点 够 一家 四口 人用 京东 送货 太快 满意 ,0,1,0
京东 物流 下单 第二天 快遞 小哥 服務態度 杯子 收到 賣家 圖片 簡簡 單單 の 風格 適合 看圖   杯子 拿到 手質 感 相當 不錯 手柄 不會 燙 手   大小 合適 賣家 包裝 用心 包了 厚厚的 一层 泡沫   不用 担心 杯子 运输 中 破碎 黑色 质感   简单 大方 ,0,1,1
外观 包装 包装   美观 程度 漂亮   商品 好看   体验   瓷质 效果 ,0,1,1
感觉 光泽 照片 好看 大小 合适 整体 吃 麦片 喝咖啡 喝水 棒 ,0,1,1
家里 锅具 京东 买 价格 透明 质量 保证 3500 毫升 锅 一家 三口 刚刚 做工 精致 釉面 光滑 大肚子 锅 煲汤 溢出 京东 送货 头 天下 第二天 早就 收到 熬 小米粥 养锅 满意 ,1,0,1
人用 刚刚 轻薄 价格 实惠 ,1,0,1
挺 好看   买 两个   红   蓝色   半个 月 不错 物美价廉 杯子 很沉 挺 份量 厚实 赠 小勺  买 陶瓷 勺 搭配 好看 ,1,1,1
力 烟灰缸 造型 可爱 圆滚滚 太 可爱 我要 拍 张照 推荐 购买 ,0,1,0
杯子 很漂亮 京东 服务 更赞 解答 态度 小小的 杯子 钱 冲着 产品质量 服务态度 好评 目的 希望 买 合适 东西 选择 坚守 品质 越做越 ,0,1,1
收到 货 第一 时间 拆 包装 质量 卖家 描述 超出 期望 包装 仔细 ,0,0,1
"外观 包装 包装 完好   美观 程度 美观   商品 物美价廉   体验 good , 筷子 几颗 毛刺   瓷质 效果 good ",1,1,1
砂锅 看着 挺大 比较满意 深 够 四五个 重 模样 挺 好看 比较满意 购物 京东 物流 很快 效率 高 ,0,1,0
古典 小碗 喜欢 图片 色差 好评 美观,0,1,0
杯子 美观 放在 桌上 件 艺术品 容量 大小 合适 补水 ,0,1,0
瓷器 质量 设计 风格 新颖 永不 过时 居家 摆设 好看 放 电视柜 增加 家居 美感 不错 ,0,1,1
超赞 包装 损伤 两 两 组合 买 两套 配成 四件套 花色 喜欢 碗 盘子 筷子 汤匙 四件 碗 质量 花色 性价比 超高 ,1,1,1
喜欢 花纹 大小 包装 完整 精致 还会来 ,0,1,1
杯子 厚实 杯盖 杯 身分 开 ,0,0,1
碟子 不错 厚实 外观 包装 结实 素雅 美观 釉下彩 掉色 健康 不错 盘子 物美价廉 不错 ,1,1,1
宝贝 收到 货都用 五六天 轻重 感觉 铁锅 炖 菜 味道 炖 得菜 很鲜 香 保留 菜 味道 菜 收货 时 特意 打开 包装 完好 回家 确实 没什么 破损 地方 第二天 下午 炖菜 这锅 感觉 炖菜 轻松 铁锅 重 烧焦 炖菜 时 油烟 特别 前段时间 天气 特热得 铁锅 炒菜 感觉 烤化 特别 热 这锅 太热 不错 态度 物流 速度 给力 好评 ,0,0,1
喜欢 放到 驿站 打电话 送 打电话 跑 上门去 没什么 毛病 美观 质量 好,0,1,1
真心 不错 喜欢 样子 容量 好大买 做 五个 质量 过硬 几次 评价 不错 稀饭 ,0,1,1
外观 不错 物流 破损 包装 细心 杯子 满意 慢慢 养成 多喝水 习惯 ,0,1,1
包装 完整   质量 不错   花纹 优雅   性价比 没话说 ,1,1,1
发货 很快 次日 达 杯子 大小 正好 实物 图片 ,0,1,0
美观 程度 好看   外观设计 好看   表面 手感 舒服   手工 工艺 流批   实用 效果 厉害   特色 黑色 ,0,1,1
物美价廉 物超所值 一段时间 评价 浏览 品牌 煎药 明火 壶 最终 选择 这款 做工 精细 质量上乘 对得起 价格 时 旁边 看着 先 大火 小火 慢慢 熬药 店家 服务态度 物流 速度 愉快 购物 ,1,1,1
杯子 好看 不错 ,0,1,0
真不错 质感 好瓷 ,0,0,1
锅 挺 厚重 第一次 熬 大米粥 堪比 肯德基 早餐 粥 满意 ,0,0,1
漂亮 碗盘 超出 想象 美观 实用 质量 满意 ,0,1,1
包装 挺 价格 不贵 质量 不错 下次 还来 好评 ,1,0,1
砂锅 不错 连续 购买 两个 大小 合适 ,0,1,0
好看 实物 图片 好看 买到 迫不及待 打开 试 超级 开心 喜欢 ,0,1,0
喜欢 面碗 盘子 不大不小 刚刚 家用 瓷质 光滑 细腻 瑕疵 破损 物流 很快 没用 看着 挺 满意 ,0,1,1
外观 包装 严实   美观 程度 简约   商品 便宜 好用   体验 挺   瓷质 效果   隔热 效果 戳 ,1,1,1
盘子 不错 喜欢 太 花哨 买 纯白 好看 大气 整体 赞 很多年 还会 回购 推荐 朋友 赞赞 赞赞赞 ,0,1,0
厚重感 足 盖子 碰杯 声音 清脆 颜值 杠杠 ,0,1,1
特别 好看 颜值 超高 回来 先 煮 一锅粥 开 锅 做 鸡汤 ,0,1,0
实体店 买 一模一样 开心 物超所值 话 说 四个 字 宝贝 收到 一如既往 包装 到位 质量 不错 喜欢 品牌 值得 信赖 东西 满意哦 美观 时尚 大气 超级 耐心 服务 细致 贴心 品牌 ,1,1,1
这碗 喜欢 颜色 奈斯 特别 汤碗 大小 想要 下次 回购 ,0,1,0
外观 包装 完整   美观 程度 漂亮   商品   体验   瓷质 效果 优良   隔热 效果 ,0,1,1
好看 质量 不错 描述 回购 ,0,1,1
京东 选择 商品 物流 速度 包装 满意 到货 样子 挺 漂亮 炖肉 熬汤 合适 几次 小火 慢慢 炖 保温 食材 味道 香 ,0,1,1
品牌 值得 信赖   京东 自营 服务 一流   宝贝 美观 大气 ,0,1,0
下单 买 两个 大小 容量 砂锅 款 砂锅 非常适合 炖煮 大小 样式 炖 鹅 轻松 打理 ,0,1,0
惊喜 不错 套装   外观 包装 包装 担心 破损   美观 程度 花型 简单 大气   瓷质 效果 ,0,1,1
盘子 质量 包装 破损 京东 自营 商品 值得 信赖 ,0,0,1
宝贝 不错 物流 很快 颜值 高 值得 拥有 ,0,1,0
四个 碗   四个 碟子   大碗   四个 汤勺   汤勺   四双 筷子   看似 简约 颜值 高 精致 碗面 细腻 ,0,1,1
鱼盘 很快 收到 大小 合适 好看 深点 更好 ,0,1,0
破 一个碗 补 差价 总体 不错 ,1,0,-1
发货 速度 拿到 手锅 特别 笨重 黑色 显得 很大 气 图案 刻画 鲜明 内部 加热 速度 很快 内部 温度 高 外面 锅盖 热 烫手 值得 购买 一款 汤锅 性价比 挺不错 需要的话 购买 ,1,1,1
满意 颜值 高 设计 贴心 转门 盖子 备用 防烫 垫 赞 ,0,1,1
杯子 收到 包装 颜值 高 还配 勺子 ,0,1,0
碗 真 好看 性价比 高 碗 很大 ,1,1,1
日式 碗 浅 样子 好看 外面 黑色 白色 精致 质量 不错 表面 光滑 残次 清洗 ,0,1,1
挺   不错   推荐   很漂亮   好看   漂亮   买   棒棒 哒 ,0,1,0
特别 好看 快快 下手 ,0,1,0
砂锅 上午 到货 中午 做饭 质量 适合 挺大 ,0,1,1
药煲 药煲 药煲 ,0,0,0
质量 不错 材料 很棒 货真价实 炖汤 小哥 热情周到 ,1,0,1
宝贝 做工 瑕疵 妈妈 满意 价钱 买 质量 东西 太值 摆在 家里 好看 下回 还会 买 满意 ,1,1,1
不错 漂亮 收到 货物 完好无损 ,0,1,1
喜欢 质地 精致 价格 不贵 吃饭 大小 合适 包装 ,1,1,1
包装 还好 损坏 泡沫 箱子 薄 点 摔 裂缝 里边 东西 摔坏 质量 大小 合适 喜欢 ,0,1,1
挺不错 山东 淄博 生产 淄博 瓷砖 质量 好   外观 上颜值 白色 闲 更好 不像 黑色 闲 好看   买回来 拿来 淘米水 煮 一会 炖 鸽子 汤 鸽子 汤 味道 用电 锅 炖 更好 喝 汤 鲜 值得 购买   价格 优惠 一分钱 一分货 太 便宜 担心 质量 太贵 买不起 刚刚 导热 效果 完 耳朵 地方 热 提到 地方   京东 一如既往 周五 买 周五 下午 一点 耽误   一款 颜值 功能 燃气灶 炖 东西 需求 值得 购买 ,1,1,1
挺 盘子 瑕疵 差 ,0,0,1
美观 程度 好看   隔热 效果 没用 挺厚   外观 包装 包装 破损 ,0,1,1
超 喜欢 好用 做出 菜 好吃 好看 大小 合适 正好 一顿 ,0,1,1
东西 图片 相符 无色差 质量 大小 合适 硬度 很强 值得 入手 ,0,1,1
发货 漂亮 外形 颜色 喜欢 ,0,1,0
美观 程度 外边 做工 不错 圆润 感官 喜欢   外观设计 设计 不错 留 口子 放 勺子 设计   表面 手感 表面 光滑 摸 不错 做工   实用 效果 清洗 特别 购物 不错 ,0,1,1
包装 挺 破损 挺 漂亮 底 坐 粗糙 整体 不错 价格 太高 ,-1,1,-1
物美价廉 质量 表面 内部 光滑 清理 大小 合适 一家 五口 煲汤 够用 值得 拥有 ,1,1,1
呦 不错 洁白无瑕 简约 大气 大小 适中 炒 几个 小菜 搭配 精致 特别 表扬 京东 物流 三十 凌晨 下单 三十 晚上 说 力 惊 惊喜 意外 刚端 桌子 我家 娃 打碎 盘子 边缘 掉 岔儿 扔 ,0,1,1
颜值 质量 做 大虾 粉丝 煲 不错 大小 正好 菜 量 大虾 一小 捆 粉丝 一小 捆 金针菇 妥妥 ,0,1,1
家常 日用瓷 价格 合适 运输 中 损坏 品锅 卖家 补 包装 改进 ,1,0,-1
外观 包装 完美   商品 好看   美观 程度 好看   瓷质 效果 高级   隔热 效果 ,0,1,1
美观 程度 我觉 特别 好看 印制 图案 喜欢   外观设计 设计 挺 一包 咖啡 量   表面 手感 握持 手感 不错 喜欢 小巧 精致 杯子   实用 效果 泡 咖啡 特别 纠结 每次 放 水 泡   特色 送 勺子 不错 质量 整个来说 挺不错 购物 ,0,1,1
商品 描述 漂亮 滴 ,0,1,0
盘子 质量 漂亮 清洗 备用 中 ,0,1,1
不错 质量 活动 买下来 价格 实惠 质量 不错 京东 买 东西 ,1,0,1
喜欢 煲汤 颜值 高 如图所示 小巧 好看 实用性 强 颜色 红色 清理 清理 轻易 携带 物有所值 小巧玲珑 便捷 好看 不错 选择 购物 ,1,1,1
容量 概念 实地 大小 适合 家庭 炖 骨头 ,0,1,0
碗碟 套装 颜值 高 花纹 很漂亮 北方 碗 尺寸 掌中 碗 菜盘 直径 居家 不错 ,0,1,0
满意 换购 京东 果园   外观 包装   美观 程度 漂亮 ,1,1,0
外观 包装 完整   美观 程度   商品 简单 大方   体验 收拾   瓷质 效果 不错 ,0,1,1
外观 包装 完好   美观 程度 好看   瓷质 效果   商品 大小 合适 图案 喜欢   体验 暂 ,0,1,1
美观 程度 外边 特别 光亮 内壁 特别 光滑 买来 燕麦 喝完 特别 好刷   表面 手感 光滑 发亮 特别 好刷 满意 购物 ,0,1,1
昨天晚上 订单 第二天 晚上 收到 感谢 物流 太快 效率高 说 说 锅 大小 适合 炖煮 口径 足够 盛煮 锅 颜值 赞赞赞 ,0,1,0
外观 好看 很漂亮 里外 上釉 光滑 包装 检查 裂纹 希望 耐用 ,0,1,1
质感 清爽 美观 下次 优惠活动 买 ,1,1,1
杯子 不错 容积 很大 适合 喝牛奶 喝水 喝咖啡 马克杯 材质 耐脏 配有 勺子 推荐 购买 分量 很足 手感 磨砂 材质 ,0,1,1
砂锅 颜值 高 价格 不贵 质量 不错 手感 分量 物流 很快 包装 拿到 尝试 砂锅 米饭 砂锅 烩 菜 炖 砂锅 汤 好用 保温 很久 不凉 家里 备 砂锅 外面 吃 卫生 吃 舒服 值得 推荐 ,1,1,1
买 划算 价格 便宜 秒杀 买 ,1,0,0
商品 做工 超级 细致 没想到 釉面 平整 光滑   美观 程度 偏日系   瓷质 效果 价格 做工 超赞   体验 后悔 家人 买 ,1,1,1
砂锅 不错 用处 很大 家里 煲汤 鸡汤 骨头汤 煲 味道 特别 还用 顿 猪脚 好用 不贵 家 买 备用 ,1,1,1
打开 一看 太 好看 超级 棒 价格便宜 物美价廉 喜欢 买 一套 物流 速度 很快 包装 严实 坏 破洞 ,1,1,-1
砂锅 确实 不错 材料 厚实 开锅 容量 大小 合适 传热 效果 不错 煮粥 炖汤 首选 煲 粥 汤 口感 一款 性价比 不错 砂锅 ,1,1,1
